Candidate Name,Party Name,Office Name,Town Name,Vote Totals,Local District
Kotlikoff and Leamer,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
La Riva and Puryear,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
La Riva and Puryear,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
Maldonado and Terranova,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
Maldonado and Terranova,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
McMullin and Johnson,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
McMullin and Johnson,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
Skewes and Lacy,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
Skewes and Lacy,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
Smith and White,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
Smith and White,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
Wu and Wu,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
Wu and Wu,Write-In,Presidential Electors for,Bridgeport,0,Read Middle School
Clinton and Kaine,Democratic Party,Presidential Electors for,Bridgeport,1073,The Aquaculture Center
Trump and Pence,Republican Party,Presidential Electors for,Bridgeport,145,The Aquaculture Center
Johnson and Weld,Libertarian Party,Presidential Electors for,Bridgeport,9,The Aquaculture Center
Stein and Baraka,Green Party,Presidential Electors for,Bridgeport,13,The Aquaculture Center
Basiago and Kinnison,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Blumenthal and Blair,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Buchanan and Washington,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Castle and Bradley,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Cooper and Meyer,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Cummings and Romanoff,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Deame and Long,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
De La Fuente and Steinberg,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Evans and Fitch,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Fox and Kushner,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Hoefling and Schulin,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Kotlikoff and Leamer,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
La Riva and Puryear,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Maldonado and Terranova,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
McMullin and Johnson,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Skewes and Lacy,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Smith and White,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Wu and Wu,Write-In,Presidential Electors for,Bridgeport,0,The Aquaculture Center
Clinton and Kaine,Democratic Party,Presidential Electors for,Bridgeport,1597,Thomas Hooker School
Trump and Pence,Republican Party,Presidential Electors for,Bridgeport,462,Thomas Hooker School
Johnson and Weld,Libertarian Party,Presidential Electors for,Bridgeport,20,Thomas Hooker School
Stein and Baraka,Green Party,Presidential Electors for,Bridgeport,41,Thomas Hooker School
Basiago and Kinnison,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Blumenthal and Blair,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Buchanan and Washington,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Castle and Bradley,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Cooper and Meyer,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Cummings and Romanoff,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Deame and Long,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
De La Fuente and Steinberg,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Evans and Fitch,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Fox and Kushner,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Hoefling and Schulin,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Kotlikoff and Leamer,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
La Riva and Puryear,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Maldonado and Terranova,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
McMullin and Johnson,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Skewes and Lacy,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Smith and White,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Wu and Wu,Write-In,Presidential Electors for,Bridgeport,0,Thomas Hooker School
Clinton and Kaine,Democratic Party,Presidential Electors for,Bridgeport,1876,Wilbur Cross School
Trump and Pence,Republican Party,Presidential Electors for,Bridgeport,154,Wilbur Cross School
Johnson and Weld,Libertarian Party,Presidential Electors for,Bridgeport,13,Wilbur Cross School
Stein and Baraka,Green Party,Presidential Electors for,Bridgeport,23,Wilbur Cross School
Basiago and Kinnison,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Blumenthal and Blair,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Buchanan and Washington,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Castle and Bradley,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Cooper and Meyer,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Cummings and Romanoff,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Deame and Long,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
De La Fuente and Steinberg,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Evans and Fitch,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Fox and Kushner,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Hoefling and Schulin,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Kotlikoff and Leamer,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
La Riva and Puryear,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Maldonado and Terranova,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
McMullin and Johnson,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Skewes and Lacy,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Smith and White,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Wu and Wu,Write-In,Presidential Electors for,Bridgeport,0,Wilbur Cross School
Clinton and Kaine,Democratic Party,Presidential Electors for,Bridgewater,518,Bridgewater Senior Center
Trump and Pence,Republican Party,Presidential Electors for,Bridgewater,571,Bridgewater Senior Center
Johnson and Weld,Libertarian Party,Presidential Electors for,Bridgewater,33,Bridgewater Senior Center
Stein and Baraka,Green Party,Presidential Electors for,Bridgewater,17,Bridgewater Senior Center
Basiago and Kinnison,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Blumenthal and Blair,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Buchanan and Washington,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Castle and Bradley,Write-In,Presidential Electors for,Bridgewater,1,Bridgewater Senior Center
Cooper and Meyer,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Cummings and Romanoff,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Deame and Long,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
De La Fuente and Steinberg,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Evans and Fitch,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Fox and Kushner,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Hoefling and Schulin,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Kotlikoff and Leamer,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
La Riva and Puryear,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Maldonado and Terranova,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
McMullin and Johnson,Write-In,Presidential Electors for,Bridgewater,1,Bridgewater Senior Center
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Skewes and Lacy,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Smith and White,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Wu and Wu,Write-In,Presidential Electors for,Bridgewater,0,Bridgewater Senior Center
Clinton and Kaine,Democratic Party,Presidential Electors for,Bristol,806,Bristol Eastern High School
Trump and Pence,Republican Party,Presidential Electors for,Bristol,817,Bristol Eastern High School
Johnson and Weld,Libertarian Party,Presidential Electors for,Bristol,60,Bristol Eastern High School
Stein and Baraka,Green Party,Presidential Electors for,Bristol,21,Bristol Eastern High School
Basiago and Kinnison,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Blumenthal and Blair,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Buchanan and Washington,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Castle and Bradley,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Cooper and Meyer,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Cummings and Romanoff,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Deame and Long,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
De La Fuente and Steinberg,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Evans and Fitch,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Fox and Kushner,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Hoefling and Schulin,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Kotlikoff and Leamer,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
La Riva and Puryear,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Maldonado and Terranova,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
McMullin and Johnson,Write-In,Presidential Electors for,Bristol,1,Bristol Eastern High School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Skewes and Lacy,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Smith and White,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Wu and Wu,Write-In,Presidential Electors for,Bristol,0,Bristol Eastern High School
Clinton and Kaine,Democratic Party,Presidential Electors for,Bristol,1462,Bristol Elks Club
Trump and Pence,Republican Party,Presidential Electors for,Bristol,1052,Bristol Elks Club
Johnson and Weld,Libertarian Party,Presidential Electors for,Bristol,62,Bristol Elks Club
Stein and Baraka,Green Party,Presidential Electors for,Bristol,52,Bristol Elks Club
Basiago and Kinnison,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Blumenthal and Blair,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Buchanan and Washington,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Castle and Bradley,Write-In,Presidential Electors for,Bristol,1,Bristol Elks Club
Cooper and Meyer,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Cummings and Romanoff,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Deame and Long,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
De La Fuente and Steinberg,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Evans and Fitch,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Fox and Kushner,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Hoefling and Schulin,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Kotlikoff and Leamer,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
La Riva and Puryear,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Maldonado and Terranova,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
McMullin and Johnson,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Skewes and Lacy,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Smith and White,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Wu and Wu,Write-In,Presidential Electors for,Bristol,0,Bristol Elks Club
Clinton and Kaine,Democratic Party,Presidential Electors for,Bristol,1220,Chippens Hill Middle School
Trump and Pence,Republican Party,Presidential Electors for,Bristol,1580,Chippens Hill Middle School
Johnson and Weld,Libertarian Party,Presidential Electors for,Bristol,79,Chippens Hill Middle School
Stein and Baraka,Green Party,Presidential Electors for,Bristol,44,Chippens Hill Middle School
Basiago and Kinnison,Write-In,Presidential Electors for,Bristol,0,Chippens Hill Middle School
Blumenthal and Blair,Write-In,Presidential Electors for,Bristol,0,Chippens Hill Middle School
Buchanan and Washington,Write-In,Presidential Electors for,Bristol,0,Chippens Hill Middle School
Castle and Bradley,Write-In,Presidential Electors for,Bristol,0,Chippens Hill Middle School
